Wall time,Step,Value
1751292036.370699,3637,86.72894287109375
1751292037.9660008,3643,59.36862564086914
1751292038.4583411,3645,53.025299072265625
1751292042.91953,3656,107.00875091552734
1751292043.199531,3657,50.476417541503906
1751292044.837291,3663,40.06962966918945
1751292046.6521149,3670,46.38134765625
1751292052.712116,3694,124.91007995605469
1751292053.631795,3697,77.31484985351562
1751292055.426951,3700,30.933204650878906
1751292055.895636,3702,57.08280944824219
1751292061.793428,3723,54.3840217590332
1751292062.620912,3726,99.39098358154297
1751292063.666508,3730,35.5930061340332
1751292063.918745,3731,54.49560546875
1751292064.491641,3732,68.44010925292969
1751292066.118337,3738,54.46185302734375
1751292067.0001001,3741,39.52096176147461
1751292067.5786822,3743,41.828338623046875
1751292071.1189299,3752,91.37413024902344
1751292072.19784,3756,106.99166870117188
1751292072.9793248,3759,76.26033020019531
1751292074.286797,3764,83.30767059326172
1751292076.376101,3772,89.21320343017578
1751292077.420964,3776,64.07958984375
1751292077.9428759,3778,146.15496826171875
1751292078.462092,3780,21.60594940185547
1751292081.93892,3793,82.49504852294922
1751292082.4769752,3795,71.78315734863281
1751292083.289393,3798,42.76935958862305
1751292087.6265202,3810,133.06358337402344
1751292088.692393,3814,52.294212341308594
1751292089.9770691,3819,45.625823974609375
1751292090.4948008,3821,29.214324951171875
1751292093.111661,3831,98.275634765625
1751292093.635381,3833,49.861454010009766
1751292094.154021,3835,96.41081237792969
1751292097.572661,3848,41.50677490234375
1751292100.11638,3854,63.4131965637207
1751292102.783087,3864,52.63192367553711
1751292104.1043682,3869,86.54595947265625
1751292105.920653,3876,42.686588287353516
1751292106.712157,3879,88.94305419921875
1751292107.283533,3881,82.2657699584961
1751292113.584662,3901,42.78257751464844
1751292113.861644,3902,20.064800262451172
1751292114.129216,3903,60.19956970214844
1751292115.495728,3908,61.47357940673828
1751292116.024392,3910,28.848186492919922
1751292117.604804,3916,32.863216400146484
1751292118.659327,3920,39.785709381103516
1751292120.750335,3928,46.94758605957031
1751292121.012835,3929,78.64944458007812
1751292122.328191,3934,43.38780975341797
1751292122.6983502,3935,44.00130844116211
1751292123.777157,3939,72.99708557128906
1751292127.629034,3950,54.507484436035156
1751292129.180258,3956,22.829008102416992
1751292130.911087,3962,56.15742874145508
1751292131.859921,3965,22.13241195678711
1751292134.8195462,3976,27.079931259155273
1751292135.924829,3980,53.62751770019531
1751292136.9826381,3984,85.94083404541016
1751292138.963794,3991,36.20231246948242
1751292140.0294569,3995,86.02812194824219
1751292142.471019,4000,231.4650421142578
1751292143.78653,4005,19.17784881591797
1751292144.85297,4009,29.800771713256836
1751292145.1163368,4010,52.971073150634766
1751292145.640214,4012,39.38117599487305
1751292148.059229,4021,69.27690124511719
1751292148.31742,4022,71.12134552001953
1751292151.284692,4033,66.46971130371094
1751292151.802465,4035,78.45098114013672
1751292152.0624871,4036,40.55717468261719
1751292153.881851,4043,52.159934997558594
1751292154.400854,4045,49.56055450439453
1751292154.757428,4046,53.2557373046875
1751292155.011073,4047,97.98866271972656
1751292155.288125,4048,45.25315475463867
1751292157.083597,4052,142.22262573242188
1751292157.6011279,4054,64.62259674072266
1751292163.403372,4076,71.92329406738281
1751292164.190728,4079,65.06307220458984
1751292167.964399,4093,57.59059524536133
1751292169.261491,4098,19.65157127380371
1751292169.5194082,4099,57.336673736572266
1751292171.052553,4101,43.395042419433594
1751292173.182986,4109,25.500255584716797
1751292174.488808,4114,46.017906188964844
1751292176.383522,4121,78.00896453857422
1751292183.665758,4149,40.203128814697266
1751292186.5170088,4156,58.746089935302734
1751292189.3491101,4167,80.93766784667969
1751292190.640125,4172,51.72733688354492
1751292193.081077,4181,83.10037994384766
1751292193.339373,4182,22.516490936279297
1751292195.905605,4192,18.026988983154297
1751292196.161234,4193,23.899791717529297
1751292196.416536,4194,42.280216217041016
1751292196.925196,4196,11.052001953125
1751292197.514647,4198,22.78537368774414
1751292199.059797,4200,46.96104431152344
1751292199.293869,4201,47.35188293457031
1751292199.56924,4202,34.52092742919922
1751292200.086747,4204,38.31978988647461
1751292204.777298,4222,31.53714370727539
1751292206.350472,4227,35.74928283691406
1751292207.6776278,4232,62.6167106628418
1751292208.449405,4235,27.318265914916992
1751292209.2291992,4238,177.29347229003906
1751292210.522169,4243,61.19731140136719
1751292214.489921,4254,52.23445129394531
1751292216.838115,4263,35.91569519042969
1751292217.6398551,4266,45.504661560058594
1751292217.9060538,4267,33.03887176513672
1751292220.379394,4276,57.84168243408203
1751292221.928066,4282,16.449073791503906
1751292225.821562,4297,14.602794647216797
1751292226.074047,4298,122.69895935058594
1751292228.728617,4304,110.49308776855469
1751292229.7562618,4308,73.21366119384766
1751292230.5280771,4311,71.18191528320312
1751292232.075563,4317,131.3581085205078
1751292232.588491,4319,34.795833587646484
1751292235.005446,4328,47.69588088989258
1751292236.054754,4332,36.98780822753906
1751292237.616527,4338,100.90983581542969
1751292238.942434,4343,74.0289306640625
1751292240.515025,4349,22.335834503173828
1751292242.622936,4353,31.765785217285156
1751292244.014378,4358,31.658414840698242
1751292245.811156,4365,40.05084228515625
1751292246.837195,4369,41.818275451660156
1751292249.2597492,4378,24.777267456054688
1751292250.050389,4381,28.5303955078125
1751292253.265854,4393,17.176687240600586
1751292256.4853408,4400,57.5971565246582
1751292257.301294,4403,19.573284149169922
1751292257.824225,4405,44.59291076660156
1751292258.0749729,4406,40.056522369384766
1751292259.131733,4410,23.76958656311035
1751292259.384945,4411,39.83589172363281
1751292259.633905,4412,75.14895629882812
1751292262.584743,4424,16.25055694580078
1751292264.050932,4430,66.71814727783203
1751292264.2961202,4431,90.76512145996094
1751292264.7867851,4433,53.00153350830078
1751292266.008037,4438,33.657901763916016
1751292266.271421,4439,10.293294906616211
1751292267.0180311,4442,28.591562271118164
1751292268.51783,4448,29.93389129638672
1751292270.598258,4452,84.50199890136719
1751292272.288384,4459,23.365081787109375
1751292274.766523,4469,70.48419952392578
1751292276.426712,4475,78.92503356933594
1751292277.469429,4479,27.74495506286621
1751292278.196104,4482,45.64606475830078
1751292280.1243432,4490,37.265289306640625
1751292280.6022248,4492,22.52997398376465
1751292284.765525,4505,31.53090476989746
1751292285.744679,4509,31.655616760253906
1751292285.990735,4510,40.64806365966797
1751292290.525284,4529,24.621131896972656
1751292290.7649338,4530,52.421260833740234
1751292291.478673,4533,40.16387939453125
1751292293.202104,4540,51.070003509521484
1751292293.682035,4542,119.34324645996094
1751292296.7098691,4550,63.88713455200195
1751292297.180421,4552,56.38421630859375
1751292297.425597,4553,92.20632934570312
1751292300.553618,4566,14.717866897583008
1751292301.0488331,4568,20.095813751220703
1751292301.2956438,4569,39.79734802246094
1751292303.669648,4578,22.79168128967285
1751292304.534079,4581,16.189300537109375
1751292305.079844,4583,67.03776550292969
1751292307.443897,4592,25.486127853393555
1751292308.166723,4595,45.78682327270508
1751292308.6512902,4597,47.112613677978516
1751292309.158603,4599,23.421537399291992
1751292313.753217,4611,20.615245819091797
1751292318.077417,4628,33.966392517089844
1751292319.365428,4633,36.81614685058594
1751292321.866417,4643,22.670612335205078
1751292323.3503811,4649,72.04136657714844
1751292326.141363,4656,46.90978240966797
1751292327.680901,4662,69.98530578613281
1751292328.169119,4664,42.161376953125
1751292329.178049,4668,12.832141876220703
1751292330.895417,4675,39.35237503051758
1751292331.138198,4676,64.54920959472656
1751292331.380935,4677,24.847347259521484
1751292333.802258,4687,22.05818748474121
1751292338.741005,4703,35.07366180419922
1751292339.982632,4708,60.96230697631836
1751292341.202354,4713,29.955045700073242
1751292342.4634628,4718,38.006839752197266
1751292342.713834,4719,22.151779174804688
1751292343.222912,4721,39.84711456298828
1751292343.965143,4724,71.75273132324219
1751292346.371826,4734,25.555147171020508
1751292347.326256,4738,28.95948028564453
1751292347.5679328,4739,32.04484558105469
1751292349.033716,4745,30.377031326293945
1751292350.012491,4749,38.714027404785156
1751292351.216396,4750,41.2696647644043
1751292353.167136,4758,82.32223510742188
1751292353.914094,4761,39.86548614501953
1751292354.1637309,4762,84.79826354980469
1751292354.6502771,4764,38.57685852050781
1751292355.3969889,4767,36.73282241821289
1751292355.6401339,4768,51.672149658203125
1751292355.886765,4769,29.75035858154297
1751292356.149154,4770,23.12897300720215
1751292357.145969,4774,95.50935363769531
1751292357.6397219,4776,58.7629280090332
1751292358.4057238,4779,129.08758544921875
1751292358.657612,4780,27.828842163085938
1751292358.908386,4781,33.693603515625
1751292359.173503,4782,16.72614097595215
1751292359.67678,4784,55.97490692138672
1751292360.447165,4787,44.19987106323242
1751292360.699581,4788,54.01298522949219
1751292362.233284,4794,36.07494354248047
1751292364.789632,4800,17.174972534179688
1751292365.30239,4802,32.403072357177734
1751292366.042366,4805,54.445068359375
1751292369.039974,4817,23.13980484008789
1751292370.99498,4825,32.26936340332031
1751292371.2404811,4826,16.420116424560547
1751292371.483196,4827,53.67301940917969
1751292372.947427,4833,24.03992462158203
1751292374.63243,4840,54.794559478759766
1751292375.8434079,4845,30.3818302154541
1751292378.690455,4852,25.993534088134766
1751292379.696471,4856,21.268003463745117
1751292381.903049,4865,33.337738037109375
1751292383.374028,4871,56.091575622558594
1751292383.860907,4873,38.913063049316406
1751292384.59859,4876,32.70759963989258
1751292386.3088021,4883,35.953548431396484
1751292387.780832,4889,26.436424255371094
1751292388.537707,4892,46.04060363769531
1751292389.03014,4894,57.19925308227539
1751292389.274467,4895,49.150657653808594
1751292392.500111,4904,26.465442657470703
1751292395.1668139,4914,90.82591247558594
1751292395.4519832,4915,34.16679763793945
1751292397.498522,4923,34.336483001708984
1751292400.769436,4935,17.82938575744629
1751292401.66753,4938,35.528594970703125
1751292402.513301,4941,40.718929290771484
1751292407.217501,4954,17.73625373840332
1751292409.190596,4962,74.4185791015625
1751292411.1455429,4970,50.526580810546875
1751292411.390572,4971,21.8415470123291
1751292412.1247969,4974,33.571842193603516
1751292412.609113,4976,28.857131958007812
1751292412.853937,4977,52.845481872558594
1751292416.289902,4991,42.69068145751953
1751292417.8000362,4997,18.621604919433594
1751292418.316503,4999,64.92774963378906
